DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	2q22.1	2	141243326	LRP1B	LRP1B			53353			rs116126524-?	rs116126524	0	116126524	intron_variant	0	NR	5E-06	5.30102999566398		0.727	[0.42-1.04] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	6q27	6	167156031	GPR31	CCR6 - GPR31	1235	2853		16890	841	rs6907629-?	rs6907629	0	6907629	intron_variant	1	NR	6E-06	5.22184874961636		0.192	[0.11-0.27] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	5q23.2	5	124974999	ZNF608	LOC107986391 - LOC105379158	107986391	105379158		11787	12571	rs6872411-?	rs6872411	0	6872411	intergenic_variant	1	NR	7E-06	5.15490195998574		0.159	[0.088-0.23] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	6q25.2	6	154156778	IPCEF1	IPCEF1, OPRM1			26034, 4988			rs17277929-?	rs17277929	0	17277929	3_prime_UTR_variant	0	NR	8E-06	5.09691001300806		0.239	[0.14-0.34] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	2q21.2	2	133880928	MIR3679	NCKAP5 - LOC105373627	344148	105373627		205747	46148	rs1530572-?	rs1530572	0	1530572	intergenic_variant	1	NR	8E-06	5.09691001300806		0.167	[0.094-0.24] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	16q24.1	16	84810839	CRISPLD2	LOC105371378 - CRISPLD2	105371378	83716		10025	9142	rs12600053-?	rs12600053	0	12600053	regulatory_region_variant	1	NR	9E-06	5.04575749056068		0.152	[0.085-0.219] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	13q12.11	13	22056464	FGF9	LINC00424 - LOC105370108	100874182	105370108		178304	1319	rs11839433-?	rs11839433	0	11839433	intron_variant	1	NR	9E-06	5.04575749056068		0.352	[0.2-0.51] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	2q37.1	2	233967393	TRPM8	TRPM8			79054			rs13401339-?	rs13401339	0	13401339	intron_variant	0	NR	9E-06	5.04575749056068		0.143	[0.08-0.206] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	17q21.1	17	39907485	GSDMB	GSDMB			55876			rs62067034-?	rs62067034	0	62067034	non_coding_transcript_exon_variant	0	NR	5E-06	5.30102999566398	(EA)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	3q13.31	3	114218488	ZNF80	LOC107986115, ZNF80			107986115, 7634			rs9846423-?	rs9846423	0	9846423	intron_variant	0	NR	7E-07	6.15490195998574	(AA)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	10q23.2	10	86305355	GRID1	GRID1			2894			rs2353275-?	rs2353275	0	2353275	intron_variant	0	NR	8E-06	5.09691001300806	(AA)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	5p15.33	5	95949	PLEKHG4B	PLEKHG4B			153478			rs62344088-?	rs62344088	0	62344088	intron_variant	0	NR	8E-06	5.09691001300806	(AA)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	5q21.3	5	109108853	FER	FER			2241			rs4957798-?	rs4957798	0	4957798	intron_variant	0	NR	7E-06	5.15490195998574	(AA)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	3p14.1	3	65559892	MAGI1	MAGI1			9223			rs114381917-?	rs114381917	0	114381917	intron_variant	0	NR	2E-06	5.69897000433602	(EA)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	8p23.1	8	6333897	LOC100287015	LOC105377797 - LOC100287015	105377797	100287015		267777	69659	rs141602583-?	rs141602583	0	141602583	intergenic_variant	1	NR	1E-06	6	(AA)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	21q21.1	21	21779123	NCRNA00317	LINC01425			101927821			rs7281353-?	rs7281353	0	7281353	intron_variant	0	NR	8E-06	5.09691001300806	(AA)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	16p13.12	16	13813303	ERCC4	SHISA9 - LOC105371093	729993	105371093		249876	92464	rs116201499-?	rs116201499	0	116201499	intergenic_variant	1	NR	5E-06	5.30102999566398	(AA)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	6p21.31	6	34188667	GRM4, HGMA1	GRM4 - KRT18P9	2914	442205		33045	1109	rs1776883-?	rs1776883	0	1776883	upstream_gene_variant	1	NR	7E-06	5.15490195998574	(EA)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	10q21.3	10	63340256	JMJD1C	JMJD1C			221037			rs75446656-?	rs75446656	0	75446656	intron_variant	0	NR	5E-07	6.30102999566398	(EA, adjusted for allergy status)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	10q21.3	10	63667025	REEP3	LOC107984238			107984238			rs36080042-?	rs36080042	0	36080042	intron_variant	0	NR	1E-07	7	(EA, adjusted for allergy status)			Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	5q21.3	5	109108853	FER	FER			2241			rs4957798-?	rs4957798	0	4957798	intron_variant	0		1E-06	6		0.139	[0.084-0.194] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	12q13.3	12	57000851	ZBTB39	ZBTB39			9880			rs3741578-?	rs3741578	0	3741578	3_prime_UTR_variant	0		1E-06	6		0.247	[0.15-0.35] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	6p21.32	6	32398119	BTNL2	LOC101929163, BTNL2			101929163, 56244			rs116020758-?	rs116020758	1	62404560	intron_variant	0		2E-06	5.69897000433602		0.162	[0.095-0.229] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	2p16.3	2	47948199	FBXO11	LOC105374591			105374591			rs12105167-?	rs12105167	0	12105167	intron_variant	0		3E-06	5.52287874528034		0.127	[0.074-0.18] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	2q37.1	2	233968199	TRPM8	TRPM8			79054			rs10171428-?	rs10171428	0	10171428	non_coding_transcript_exon_variant	0		3E-06	5.52287874528034		0.118	[0.069-0.167] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	10q23.2	10	86305355	GRID1	GRID1			2894			rs2353275-?	rs2353275	0	2353275	intron_variant	0		5E-06	5.30102999566398		0.14	[0.079-0.201] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	13q12.12	13	23188133	SGCG	SGCG			6445			rs578196-?	rs578196	0	578196	intron_variant	0		7E-06	5.15490195998574		0.146	[0.083-0.209] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	14q24.1	14	69612583	KIAA0247	SUSD6			9766			rs3784143-?	rs3784143	0	3784143	intron_variant	0		8E-06	5.09691001300806		0.31	[0.17-0.45] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	16p13.13	16	11135271	CLEC16A	CLEC16A			23274			rs62026377-?	rs62026377	0	62026377	intron_variant	0		9E-06	5.04575749056068		0.131	[0.074-0.188] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	8q22.2	8	100419573	MIR4471	LOC105375670			105375670			rs7830057-?	rs7830057	0	7830057	intergenic_variant	0		9E-06	5.04575749056068		0.111	[0.062-0.16] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	6p21.32	6	32398119	BTNL2	LOC101929163, BTNL2			101929163, 56244			rs116020758-?	rs116020758	1	62404560	intron_variant	0		1E-06	6	(EA)	0.225	[0.13-0.32] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	4q12	4	53928308	PDGFRA	LOC100129728 - RPL21P44	100129728	402176		158	57178	rs58354223-?	rs58354223	0	58354223	intron_variant	1		1E-06	6	(EA)	0.235	[0.14-0.33] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	3p14.1	3	65559892	MAGI1	MAGI1			9223			rs114381917-?	rs114381917	0	114381917	intron_variant	0		2E-06	5.69897000433602	(EA)	0.507	[0.3-0.72] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	12p13.2	12	11788645	ETV6	ETV6			2120			rs2856328-?	rs2856328	0	2856328	intron_variant	0		4E-06	5.39794000867204	(EA)	0.161	[0.092-0.23] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	2q31.1	2	173386140	CDCA7	CDCA7 - LOC100130171	83879	100130171		17148	45107	rs6761859-?	rs6761859	0	6761859	intergenic_variant	1		4E-06	5.39794000867204	(EA)	0.634	[0.36-0.9] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	9q34.2	9	133721832	SARDH	SARDH			1757			rs2502757-?	rs2502757	0	2502757	intron_variant	0		5E-06	5.30102999566398	(EA)	0.164	[0.093-0.235] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	2p22.1	2	40127337	SLC8A1	SLC8A1, SLC8A1-AS1			6546, 100128590			rs2373794-?	rs2373794	0	2373794	intron_variant	0		5E-06	5.30102999566398	(EA)	0.177	[0.1-0.25] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	8p23.1	8	6333897	LOC100287015	LOC105377797 - LOC100287015	105377797	100287015		267777	69659	rs141602583-?	rs141602583	0	141602583	intergenic_variant	1		2E-07	6.69897000433602	(AA)	0.649	[0.4-0.89] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	5q31.1	5	132637485	RAD50	RAD50, LOC101927761			10111, 101927761			rs2040704-?	rs2040704	0	2040704	intron_variant	0		2E-07	6.69897000433602	(AA)	0.195	[0.12-0.27] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	22q11.23	22	23333616	BCR	LOC102724679			102724679			rs9620247-?	rs9620247	0	9620247	intergenic_variant	0		4E-07	6.39794000867204	(AA)	0.39	[0.24-0.54] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	21q21.1	21	21779123	NCRNA00317	LINC01425			101927821			rs7281353-?	rs7281353	0	7281353	intron_variant	0		6E-07	6.22184874961636	(AA)	0.275	[0.12-0.43] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	11p14.1	11	30591466	MPPED2	LOC105376609			105376609			rs10835689-?	rs10835689	0	10835689	intron_variant	0		9E-07	6.04575749056068	(AA)	0.178	[-0.01016-0.36616] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	20p12.1	20	16284118	KIF16B	KIF16B			55614			rs77829948-?	rs77829948	0	77829948	intron_variant	0		1E-06	6	(AA)	0.7651	[0.69-0.84] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	15q21.3	15	53872840	WDR72	UNC13C			440279			rs7169793-?	rs7169793	0	7169793	intergenic_variant	0		1E-06	6	(AA)	0.228	[-0.08168-0.53768] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
